Fid,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,Label
172.217.10.14-10.42.0.211-443-55191-6,8879891,03-08-22 8:01,03-08-22 8:04,744,199,153,Southport Ave & Wellington Ave,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1992,0
172.217.10.234-10.42.0.151-443-37435-6,8879874,03-08-22 8:00,03-08-22 8:16,2757,980,146,Loomis St & Jackson Blvd,49,Dearborn St & Monroe St,Subscriber,Female,1992,1
10.42.0.211-23.206.166.66-46821-80-6,8879855,03-08-22 7:59,03-08-22 8:03,2084,271,96,Desplaines St & Randolph St,217,May St & Fulton St,Subscriber,Male,1973,1
202.77.129.185-10.42.0.211-80-38171-6,8879838,03-08-22 7:58,03-08-22 8:08,2846,598,33,State St & Van Buren St,97,Museum Campus,Subscriber,Male,1971,1
10.42.0.211-31.13.71.37-54070-443-6,8879820,03-08-22 7:57,03-08-22 8:01,940,211,447,Glenwood Ave & Morse Ave,432,Clark St & Lunt Ave,Subscriber,Male,1991,1
10.42.0.211-64.71.142.124-45519-443-6,8879646,03-08-22 7:49,03-08-22 8:00,1463,649,211,St. Clair St & Erie St,50,Clark St & Congress Pkwy,Subscriber,Male,1974,0
10.42.0.211-10.42.0.1-58220-53-17,8879618,03-08-22 7:48,03-08-22 7:55,1747,450,18,Wacker Dr & Washington St,52,Michigan Ave & Lake St,Subscriber,Male,1956,0
10.42.0.211-54.243.77.238-53618-443-6,8879563,03-08-22 7:45,03-08-22 7:57,4721,698,301,Clark St & Schiller St,48,Larrabee St & Kingsbury St,Subscriber,Male,1981,1
172.217.10.78-10.42.0.151-443-37815-6,8879561,03-08-22 7:45,03-08-22 7:52,1136,409,91,Clinton St & Washington Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1966,0
10.42.0.151-10.42.0.1-65000-53-17,8879496,03-08-22 7:42,03-08-22 7:53,416,623,255,Indiana Ave & Roosevelt Rd,283,LaSalle St & Jackson Blvd,Subscriber,Male,1985,0
10.42.0.211-54.192.38.7-58501-443-6,8879488,03-08-22 7:42,03-08-22 7:45,509,196,77,Clinton St & Madison St,107,Desplaines St & Jackson Blvd,Subscriber,Male,1962,0
10.42.0.211-98.139.180.180-44276-443-6,8879484,03-08-22 7:42,03-08-22 7:53,1712,708,110,Dearborn St & Erie St,71,Morgan St & Lake St,Subscriber,Male,1973,0
205.204.101.196-10.42.0.211-443-56909-6,8879373,03-08-22 7:35,03-08-22 7:44,665,519,192,Canal St & Adams St,53,Wells St & Huron St,Subscriber,Male,1963,1
169.45.248.108-10.42.0.151-5222-55041-6,8879352,03-08-22 7:33,03-08-22 7:46,2236,791,484,Monticello Ave & Irving Park Rd,298,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1967,1
10.42.0.211-31.13.80.5-41549-443-6,8879246,03-08-22 7:27,03-08-22 7:33,2051,393,45,Michigan Ave & Congress Pkwy,36,Franklin St & Jackson Blvd,Subscriber,Male,1958,0
10.42.0.151-10.42.0.1-33076-53-17,8879219,03-08-22 7:25,03-08-22 7:37,296,722,182,Wells St & Elm St,91,Clinton St & Washington Blvd,Subscriber,Male,1986,0
10.42.0.211-31.13.80.8-38223-443-6,8879173,03-08-22 7:23,03-08-22 7:35,1757,731,210,Ashland Ave & Division St,133,Kingsbury St & Kinzie St,Subscriber,Male,1990,0
222.73.28.96-10.42.0.151-80-55653-6,8879082,03-08-22 7:16,03-08-22 7:22,1920,354,91,Clinton St & Washington Blvd,21,Aberdeen St & Jackson Blvd,Subscriber,Male,1984,1
10.42.0.151-50.17.250.36-40361-443-6,8879047,03-08-22 7:13,03-08-22 7:27,66,789,108,Halsted St & Polk St,98,LaSalle St & Washington St,Subscriber,Male,1975,0
10.42.0.211-91.190.218.58-45154-12350-6,8878778,03-08-22 6:51,03-08-22 6:54,436,201,195,Columbus Dr & Randolph St,39,Wabash Ave & Adams St,Subscriber,Male,1984,1
10.42.0.211-10.42.0.1-1790-53-17,8878771,03-08-22 6:50,03-08-22 7:01,2075,634,173,Mies van der Rohe Way & Chicago Ave,283,LaSalle St & Jackson Blvd,Subscriber,Male,1970,0
10.42.0.151-10.42.0.1-52452-53-17,8878758,03-08-22 6:48,03-08-22 7:05,2219,1022,288,Larrabee St & Armitage Ave,47,State St & Kinzie St,Subscriber,Male,1989,1
174.35.73.174-10.42.0.211-443-33613-6,8878741,03-08-22 6:46,03-08-22 6:48,2826,129,67,Sheffield Ave & Fullerton Ave,302,Sheffield Ave & Wrightwood Ave,Subscriber,Male,1992,1
182.22.25.124-10.42.0.211-443-54111-6,8878712,03-08-22 6:44,03-08-22 7:08,2420,1468,157,Lake Shore Dr & Wellington Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1985,0
10.42.0.151-121.29.54.163-36791-80-6,8878624,03-08-22 6:34,03-08-22 6:43,3297,556,144,Larrabee St & Webster Ave,115,Sheffield Ave & Wellington Ave,Subscriber,Female,1985,1
10.42.0.1-10.42.0.42-53-19781-17,8878506,03-08-22 6:08,03-08-22 6:15,2186,425,287,Franklin St & Monroe St,47,State St & Kinzie St,Subscriber,Male,1971,1
8.41.222.241-10.42.0.211-443-43985-6,8878500,03-08-22 6:07,03-08-22 6:27,2009,1219,457,Clark St & Elmdale Ave,457,Clark St & Elmdale Ave,Customer,,,0
216.58.219.202-10.42.0.211-443-40946-6,8878477,03-08-22 5:57,03-08-22 6:01,89,247,220,Hampden Ct & Diversey Pkwy,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1973,0
172.217.6.238-10.42.0.42-443-37997-6,8878407,03-08-22 5:22,03-08-22 5:30,2801,503,46,Wells St & Walton St,38,Clark St & Lake St,Subscriber,Male,1978,0
10.42.0.151-31.13.80.52-52907-443-6,8878391,03-08-22 4:51,03-08-22 5:14,1996,1393,7,Field Blvd & South Water St,255,Indiana Ave & Roosevelt Rd,Customer,,,1
172.217.11.46-10.42.0.151-443-56059-6,8878357,03-08-22 2:43,03-08-22 2:50,1512,414,310,Damen Ave & Charleston St,16,Paulina Ave & North Ave,Subscriber,Male,1983,0
10.42.0.211-10.42.0.1-19659-53-17,8878270,03-08-22 0:00,03-08-22 0:02,2872,174,87,Racine Ave & Fullerton Ave,190,Southport Ave & Wrightwood Ave,Subscriber,Male,1995,0
172.217.6.206-10.42.0.151-443-36632-6,8878227,03-07-22 23:19,03-07-22 23:31,2424,706,299,Halsted St & Roscoe St,153,Southport Ave & Wellington Ave,Subscriber,Male,1990,0
174.35.73.136-10.42.0.211-80-53789-6,8878221,03-07-22 23:17,03-07-22 23:21,322,242,205,Paulina St & 18th St,15,Racine Ave & 18th St,Customer,,,0
172.217.12.202-10.42.0.42-443-36830-6,8878144,03-07-22 22:32,03-07-22 22:37,2149,309,296,Broadway & Belmont Ave,154,Southport Ave & Belmont Ave,Subscriber,Male,1984,0
10.42.0.151-31.13.80.5-42285-443-6,8878139,03-07-22 22:30,03-07-22 22:43,2744,748,61,Wood St & Milwaukee Ave,185,Stave St & Armitage Ave,Subscriber,Female,1988,1
180.149.136.194-10.42.0.42-443-49494-6,8878083,03-07-22 22:02,03-07-22 22:19,4477,1037,154,Southport Ave & Belmont Ave,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1988,0
10.42.0.211-31.13.65.52-51002-443-6,8878001,03-07-22 21:34,03-07-22 21:47,4225,820,58,Marshfield Ave & Cortland St,128,Damen Ave & Chicago Ave,Subscriber,Female,1983,0
10.42.0.42-85.93.5.83-41844-80-6,8877904,03-07-22 21:14,03-07-22 21:27,3302,787,89,Financial Pl & Congress Pkwy,15,Racine Ave & 18th St,Subscriber,Male,1988,0
10.42.0.151-42.56.79.30-49956-80-6,8877826,03-07-22 20:59,03-07-22 21:09,4115,623,48,Larrabee St & Kingsbury St,182,Wells St & Elm St,Subscriber,Male,1992,1
10.42.0.211-115.239.210.141-41073-80-6,8877811,03-07-22 20:56,03-07-22 21:04,656,473,300,Broadway & Barry Ave,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1985,1
172.217.10.142-10.42.0.151-443-40864-6,8877781,03-07-22 20:51,03-07-22 20:55,1418,268,331,Halsted St & Blackhawk St (*),225,Halsted St & Dickens Ave,Subscriber,Male,1996,0
10.42.0.1-10.42.0.42-53-50423-17,8877777,03-07-22 20:51,03-07-22 20:58,4069,436,296,Broadway & Belmont Ave,154,Southport Ave & Belmont Ave,Subscriber,Male,1984,0
172.217.12.129-10.42.0.211-443-39542-6,8877758,03-07-22 20:47,03-07-22 20:53,4329,364,296,Broadway & Belmont Ave,304,Broadway & Waveland Ave,Subscriber,Male,1983,1
172.217.6.200-10.42.0.211-443-41694-6,8877752,03-07-22 20:46,03-07-22 20:52,1844,335,50,Clark St & Congress Pkwy,75,Canal St & Jackson Blvd,Subscriber,Male,1981,1
10.42.0.42-123.125.29.138-33138-443-6,8877745,03-07-22 20:44,03-07-22 20:55,1238,605,156,Clark St & Wellington Ave,250,Ashland Ave & Wellington Ave,Subscriber,Male,1979,1
151.101.1.140-10.42.0.211-443-44570-6,8877684,03-07-22 20:36,03-07-22 20:48,1929,742,109,900 W Harrison St,47,State St & Kinzie St,Subscriber,Male,1987,1
192.229.163.180-10.42.0.151-443-42396-6,8877672,03-07-22 20:33,03-07-22 20:41,4085,432,286,Franklin St & Quincy St,66,Clinton St & Lake St,Subscriber,Male,1961,1
172.217.10.110-10.42.0.42-80-42204-6,8877669,03-07-22 20:33,03-07-22 20:47,2242,875,327,Sheffield Ave & Webster Ave,327,Sheffield Ave & Webster Ave,Customer,,,1
10.42.0.211-23.194.141.191-34656-443-6,8877631,03-07-22 20:28,03-07-22 20:50,1905,1297,2,Michigan Ave & Balbo Ave,341,Adler Planetarium,Customer,,,0
10.42.0.151-10.42.0.1-50280-53-17,8877596,03-07-22 20:22,03-07-22 20:25,1347,179,301,Clark St & Schiller St,126,Clark St & North Ave,Subscriber,Male,1989,1
216.58.217.132-10.42.0.42-443-50402-6,8877562,03-07-22 20:15,03-07-22 20:31,3306,984,212,Orleans St & Ohio St,140,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1989,0
172.217.3.110-10.42.0.151-80-48610-6,8877451,03-07-22 19:55,03-07-22 20:00,716,317,370,Calumet Ave & 21st St,120,Wentworth Ave & Archer Ave,Subscriber,Male,1964,0
10.42.0.211-104.88.88.137-35645-80-6,8877346,03-07-22 19:44,03-07-22 19:53,717,565,133,Kingsbury St & Kinzie St,291,Wells St & Evergreen Ave,Subscriber,Female,1987,1
183.79.250.123-10.42.0.211-443-46299-6,8877344,03-07-22 19:44,03-07-22 19:57,3098,790,156,Clark St & Wellington Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1990,1
203.90.242.126-10.42.0.211-443-47909-6,8877267,03-07-22 19:35,03-07-22 19:41,3495,385,229,Southport Ave & Roscoe St,299,Halsted St & Roscoe St,Subscriber,Male,1989,0
10.42.0.211-123.125.115.164-40314-443-6,8877256,03-07-22 19:33,03-07-22 19:45,824,691,142,McClurg Ct & Erie St,48,Larrabee St & Kingsbury St,Subscriber,Female,1978,1
10.42.0.211-23.194.140.226-60509-80-6,8877084,03-07-22 19:12,03-07-22 19:20,3408,473,286,Franklin St & Quincy St,133,Kingsbury St & Kinzie St,Subscriber,Male,1987,1
10.42.0.42-119.146.74.33-40641-443-6,8876955,03-07-22 18:58,03-07-22 19:22,3183,1453,458,Broadway & Thorndale Ave,294,Broadway & Berwyn Ave,Subscriber,Female,1990,1
192.229.173.173-10.42.0.151-80-42996-6,8876919,03-07-22 18:56,03-07-22 19:05,2571,547,316,Damen Ave & Sunnyside Ave,325,Clark St & Winnemac Ave,Subscriber,Female,1973,1
10.42.0.211-104.254.66.16-47378-80-6,8876865,03-07-22 18:52,03-07-22 19:11,3735,1139,90,Millennium Park,54,Ogden Ave & Chicago Ave,Subscriber,Female,1974,0
10.42.0.211-10.42.0.1-17828-53-17,8876765,03-07-22 18:44,03-07-22 18:48,524,285,476,Kedzie Ave & Leland Ave,476,Kedzie Ave & Leland Ave,Subscriber,Male,1979,0
172.217.6.238-10.42.0.151-443-46485-6,8876716,03-07-22 18:39,03-07-22 18:54,2826,852,291,Wells St & Evergreen Ave,87,Racine Ave & Fullerton Ave,Subscriber,Male,1980,1
10.42.0.151-64.71.142.124-32928-80-6,8876640,03-07-22 18:34,03-07-22 18:40,465,363,133,Kingsbury St & Kinzie St,112,Green St & Randolph St,Subscriber,Male,1987,0
172.217.10.42-10.42.0.211-443-40037-6,8876625,03-07-22 18:33,03-07-22 18:51,2632,1107,192,Canal St & Adams St,225,Halsted St & Dickens Ave,Subscriber,Male,1990,0
172.217.7.195-10.42.0.211-443-55929-6,8876596,03-07-22 18:30,03-07-22 18:35,1509,268,148,State St & 33rd St,149,Calumet Ave & 33rd St,Subscriber,Female,1988,0
10.42.0.211-98.139.180.180-47841-443-6,8876484,03-07-22 18:22,03-07-22 18:46,2552,1431,194,Wabash Ave & Wacker Pl,69,Damen Ave & Pierce Ave,Subscriber,Male,1979,0
162.208.22.39-10.42.0.151-443-46068-6,8876329,03-07-22 18:12,03-07-22 18:22,1743,583,224,Halsted St & Willow St,340,Clark St & Wrightwood Ave,Subscriber,Male,1983,1
202.77.129.185-10.42.0.42-80-49888-6,8876264,03-07-22 18:09,03-07-22 18:18,1175,553,54,Ogden Ave & Chicago Ave,128,Damen Ave & Chicago Ave,Subscriber,Male,1983,1
203.205.158.56-10.42.0.42-80-58908-6,8876258,03-07-22 18:08,03-07-22 18:20,565,676,23,Orleans St & Elm St (*),66,Clinton St & Lake St,Subscriber,Female,1991,0
172.217.12.202-10.42.0.151-443-58322-6,8876132,03-07-22 18:01,03-07-22 18:09,3507,470,43,Michigan Ave & Washington St,192,Canal St & Adams St,Subscriber,Male,1978,1
10.42.0.211-10.42.0.1-56873-53-17,8876123,03-07-22 18:00,03-07-22 18:09,1057,539,56,Desplaines St & Kinzie St,331,Halsted St & Blackhawk St (*),Subscriber,Male,1988,0
10.42.0.211-52.9.59.64-37401-443-6,8876108,03-07-22 17:59,03-07-22 18:07,312,441,217,May St & Fulton St,86,Eckhart Park,Subscriber,Male,1983,0
172.217.6.234-10.42.0.151-443-38983-6,8876096,03-07-22 17:58,03-07-22 18:09,879,670,191,Canal St & Monroe St (*),92,Carpenter St & Huron St,Subscriber,Male,1987,0
10.42.0.211-23.66.246.24-45727-443-6,8875974,03-07-22 17:51,03-07-22 18:03,1828,702,230,Lincoln Ave & Roscoe St,114,Sheffield Ave & Addison St,Subscriber,Female,1985,0
10.42.0.151-31.13.80.52-49298-80-6,8875809,03-07-22 17:42,03-07-22 17:59,888,1061,142,McClurg Ct & Erie St,86,Eckhart Park,Subscriber,Female,1988,0
10.42.0.211-10.42.0.1-51478-53-17,8875591,03-07-22 17:34,03-07-22 17:52,1753,1121,284,Michigan Ave & Jackson Blvd,237,MLK Jr Dr & 29th St,Subscriber,Male,1988,0
173.241.242.143-10.42.0.151-443-36232-6,8875501,03-07-22 17:30,03-07-22 17:48,1664,1058,84,Union Ave & Grand Ave,307,Southport Ave & Clybourn Ave,Subscriber,Male,1980,0
172.217.10.234-10.42.0.151-443-40986-6,8875489,03-07-22 17:29,03-07-22 17:59,4349,1799,94,Clark St & Armitage Ave,85,Michigan Ave & Oak St,Customer,,,0
10.42.0.42-13.107.3.128-47532-443-6,8875443,03-07-22 17:27,03-07-22 17:33,525,375,37,Dearborn St & Adams St,394,Clark St & 9th St (AMLI),Subscriber,Male,1968,0
10.42.0.211-107.178.254.148-39934-443-6,8875212,03-07-22 17:18,03-07-22 17:32,2599,878,317,Wood St & Taylor St,91,Clinton St & Washington Blvd,Subscriber,Male,1976,0
10.42.0.211-10.42.0.1-42476-53-17,8875104,03-07-22 17:14,03-07-22 17:22,563,478,482,Campbell Ave & Montrose Ave,487,California Ave & Byron St,Subscriber,Male,1979,0
172.217.9.227-10.42.0.211-443-53551-6,8875041,03-07-22 17:11,03-07-22 17:17,357,381,328,Ellis Ave & 58th St,345,Lake Park Ave & 56th St,Subscriber,Male,1990,0
192.229.173.173-10.42.0.151-443-39423-6,8874916,03-07-22 17:07,03-07-22 17:33,4246,1594,7,Field Blvd & South Water St,181,LaSalle St & Illinois St,Customer,,,1
172.217.6.194-10.42.0.151-443-49097-6,8874891,03-07-22 17:06,03-07-22 17:10,580,286,423,University Ave & 57th St,345,Lake Park Ave & 56th St,Subscriber,Male,1962,1
172.217.7.227-10.42.0.211-443-54431-6,8874829,03-07-22 17:03,03-07-22 17:11,1406,474,43,Michigan Ave & Washington St,192,Canal St & Adams St,Subscriber,Male,1968,0
172.217.11.10-10.42.0.211-443-52547-6,8874784,03-07-22 17:01,03-07-22 17:10,2425,505,284,Michigan Ave & Jackson Blvd,273,Michigan Ave & 18th St,Subscriber,Male,1983,1
172.217.10.142-10.42.0.151-443-55470-6,8874658,03-07-22 16:55,03-07-22 16:58,1081,218,49,Dearborn St & Monroe St,37,Dearborn St & Adams St,Subscriber,Female,1980,1
10.42.0.211-104.192.108.27-42084-80-6,8874647,03-07-22 16:54,03-07-22 17:14,4041,1207,364,Larrabee St & Oak St,81,Daley Center Plaza,Subscriber,Male,1962,1
172.217.11.35-10.42.0.151-443-40893-17,8874636,03-07-22 16:54,03-07-22 17:02,891,478,264,Stetson Ave & South Water St,18,Wacker Dr & Washington St,Subscriber,Male,1975,1
151.101.1.140-10.42.0.211-443-43642-6,8874575,03-07-22 16:50,03-07-22 17:08,639,1036,233,Sangamon St & Washington Blvd (*),333,Ashland Ave & Blackhawk St,Subscriber,Male,1975,0
10.42.0.211-106.11.129.143-52949-80-6,8874354,03-07-22 16:40,03-07-22 16:44,3128,291,283,LaSalle St & Jackson Blvd,5,State St & Harrison St,Subscriber,Male,1971,1
169.55.67.247-10.42.0.211-5222-60190-6,8874314,03-07-22 16:37,03-07-22 16:41,4530,255,142,McClurg Ct & Erie St,161,Rush St & Superior St,Subscriber,Male,1975,0
172.217.11.1-10.42.0.42-443-52835-6,8874306,03-07-22 16:36,03-07-22 16:40,2096,183,133,Kingsbury St & Kinzie St,56,Desplaines St & Kinzie St,Subscriber,Male,1974,1
10.42.0.211-10.42.0.1-54833-53-17,8874275,03-07-22 16:34,03-07-22 16:45,1862,606,283,LaSalle St & Jackson Blvd,74,Kingsbury St & Erie St,Subscriber,Male,1978,1
10.42.0.42-103.235.46.211-39400-443-6,8874206,03-07-22 16:30,03-07-22 16:34,3315,207,238,Ravenswood Ave & Montrose Ave (*),244,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1981,1
10.42.0.211-52.84.134.149-48831-443-6,8874162,03-07-22 16:27,03-07-22 16:32,2618,309,51,Clark St & Randolph St,133,Kingsbury St & Kinzie St,Subscriber,Male,1948,1
10.42.0.211-10.42.0.1-2081-53-17,8874151,03-07-22 16:26,03-07-22 16:32,1851,331,77,Clinton St & Madison St,198,Green St & Madison St,Customer,,,1
172.217.3.106-10.42.0.151-443-49999-6,8874069,03-07-22 16:20,03-07-22 16:31,326,698,110,Dearborn St & Erie St,192,Canal St & Adams St,Subscriber,Female,1970,1
172.217.6.234-10.42.0.42-443-52796-6,8873988,03-07-22 16:13,03-07-22 16:18,467,302,283,LaSalle St & Jackson Blvd,91,Clinton St & Washington Blvd,Subscriber,Male,1959,0
172.217.10.1-10.42.0.211-443-45960-6,8873983,03-07-22 16:13,03-07-22 16:17,2440,265,238,Ravenswood Ave & Montrose Ave (*),243,Lincoln Ave & Leavitt St,Subscriber,Male,1967,0
172.217.9.234-10.42.0.42-443-60213-6,8873739,03-07-22 15:53,03-07-22 16:05,2156,694,45,Michigan Ave & Congress Pkwy,174,Canal St & Madison St,Subscriber,Male,1967,0
208.80.154.224-10.42.0.151-443-60012-6,8873718,03-07-22 15:51,03-07-22 16:24,1659,2000,35,Streeter Dr & Grand Ave,35,Streeter Dr & Grand Ave,Customer,,,0
10.42.0.211-58.215.168.151-33671-80-6,8873648,03-07-22 15:44,03-07-22 15:54,250,551,195,Columbus Dr & Randolph St,91,Clinton St & Washington Blvd,Subscriber,Male,1955,0
10.42.0.211-31.13.80.52-33147-443-6,8873532,03-07-22 15:33,03-07-22 15:49,1770,989,94,Clark St & Armitage Ave,85,Michigan Ave & Oak St,Customer,,,1
10.42.0.151-63.250.200.41-37368-443-6,8873519,03-07-22 15:32,03-07-22 15:39,3563,440,211,St. Clair St & Erie St,47,State St & Kinzie St,Subscriber,Male,1979,1
10.42.0.211-47.93.76.169-34910-443-6,8873499,03-07-22 15:30,03-07-22 15:38,1825,497,41,Federal St & Polk St,91,Clinton St & Washington Blvd,Subscriber,Male,1975,0
10.42.0.211-54.192.36.192-42892-443-6,8873486,03-07-22 15:29,03-07-22 15:59,1174,1817,264,Stetson Ave & South Water St,6,Dusable Harbor,Customer,,,1
10.42.0.151-104.43.254.159-55816-443-6,8873338,03-07-22 15:11,03-07-22 15:29,3773,1103,173,Mies van der Rohe Way & Chicago Ave,76,Lake Shore Dr & Monroe St,Subscriber,Female,1971,1
172.217.11.14-10.42.0.151-443-55272-6,8873265,03-07-22 15:02,03-07-22 15:07,3031,313,181,LaSalle St & Illinois St,99,Lake Shore Dr & Ohio St,Subscriber,Male,1982,1
10.42.0.151-31.13.71.36-46305-443-6,8873262,03-07-22 15:01,03-07-22 15:14,419,778,47,State St & Kinzie St,192,Canal St & Adams St,Subscriber,Male,1954,0
10.42.0.42-103.235.46.39-57680-80-6,8873248,03-07-22 14:59,03-07-22 15:27,1876,1715,341,Adler Planetarium,341,Adler Planetarium,Customer,,,0
10.42.0.211-10.42.0.1-22034-53-17,8873086,03-07-22 14:42,03-07-22 14:56,4081,864,76,Lake Shore Dr & Monroe St,47,State St & Kinzie St,Customer,,,1
180.163.255.159-10.42.0.211-443-48127-6,8872960,03-07-22 14:28,03-07-22 14:43,195,895,99,Lake Shore Dr & Ohio St,177,Theater on the Lake,Subscriber,Male,1986,0
10.42.0.42-104.192.110.245-35948-80-6,8872813,03-07-22 14:12,03-07-22 14:21,2807,549,90,Millennium Park,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1968,0
172.217.6.227-10.42.0.151-443-57100-6,8872804,03-07-22 14:11,03-07-22 14:24,2593,802,4,Burnham Harbor,52,Michigan Ave & Lake St,Subscriber,Male,1986,0
151.101.21.140-10.42.0.211-443-60020-6,8872663,03-07-22 13:52,03-07-22 13:55,890,230,227,Southport Ave & Waveland Ave,154,Southport Ave & Belmont Ave,Subscriber,Male,1983,1
10.42.0.151-10.42.0.1-46556-53-17,8872654,03-07-22 13:51,03-07-22 13:59,221,487,420,Ellis Ave & 55th St,419,Lake Park Ave & 53rd St,Subscriber,Male,1987,1
183.79.249.252-10.42.0.42-443-39947-6,8872645,03-07-22 13:49,03-07-22 13:56,624,402,283,LaSalle St & Jackson Blvd,73,Jefferson St & Monroe St,Subscriber,Male,1972,1
180.149.134.221-10.42.0.211-80-36135-6,8872604,03-07-22 13:42,03-07-22 13:50,2399,513,57,Clinton St & Roosevelt Rd,36,Franklin St & Jackson Blvd,Subscriber,Male,1985,1
172.217.10.100-10.42.0.211-443-37291-6,8872539,03-07-22 13:28,03-07-22 13:33,890,280,240,Sheridan Rd & Irving Park Rd,312,Clarendon Ave & Gordon Ter,Subscriber,Male,1964,0
205.185.216.42-10.42.0.151-80-47448-6,8872531,03-07-22 13:27,03-07-22 13:50,243,1381,212,Orleans St & Ohio St,181,LaSalle St & Illinois St,Subscriber,Male,1987,1
172.217.10.46-10.42.0.42-443-57311-6,8872518,03-07-22 13:24,03-07-22 13:40,546,961,242,Damen Ave & Leland Ave,163,Damen Ave & Clybourn Ave,Subscriber,Male,1984,1
180.149.153.234-10.42.0.211-80-59387-6,8872465,03-07-22 13:17,03-07-22 13:22,895,329,206,Halsted St & Archer Ave,339,Emerald Ave & 31st St,Subscriber,Male,1984,0
10.42.0.1-10.42.0.42-53-55601-17,8872448,03-07-22 13:14,03-07-22 13:22,2480,486,219,Damen Ave & Cortland St,333,Ashland Ave & Blackhawk St,Subscriber,Female,1967,0
10.42.0.151-10.42.0.1-8507-53-17,8872259,03-07-22 12:42,03-07-22 12:51,3879,502,69,Damen Ave & Pierce Ave,60,Dayton St & North Ave,Subscriber,Male,1992,1
180.149.134.221-10.42.0.42-80-41726-6,8872257,03-07-22 12:42,03-07-22 13:13,1630,1874,507,Humboldt Blvd & Armitage Ave,16,Paulina Ave & North Ave,Customer,,,0
10.42.0.211-104.244.43.99-49016-443-6,8872202,03-07-22 12:31,03-07-22 12:36,2593,279,423,University Ave & 57th St,345,Lake Park Ave & 56th St,Subscriber,Male,1997,0
10.42.0.211-104.254.66.16-50562-80-6,8872161,03-07-22 12:23,03-07-22 12:31,836,455,286,Franklin St & Quincy St,181,LaSalle St & Illinois St,Subscriber,Male,1986,0
10.42.0.211-10.42.0.1-45742-53-17,8872121,03-07-22 12:16,03-07-22 12:26,1679,567,49,Dearborn St & Monroe St,74,Kingsbury St & Erie St,Customer,,,1
10.42.0.211-108.179.252.22-60256-80-6,8872010,03-07-22 11:55,03-07-22 11:58,4718,197,32,Racine Ave & Congress Pkwy,19,Loomis St & Taylor St (*),Subscriber,Male,1961,1
202.77.129.161-10.42.0.151-80-40136-6,8871977,03-07-22 11:50,03-07-22 11:56,1825,341,41,Federal St & Polk St,197,Michigan Ave & Madison St,Subscriber,Male,1970,0
10.42.0.211-101.69.121.110-52389-80-6,8871928,03-07-22 11:41,03-07-22 11:51,3607,572,260,Kedzie Ave & Milwaukee Ave,258,Logan Blvd & Elston Ave,Subscriber,Male,1981,1
10.42.0.211-52.84.29.134-44456-443-6,8871919,03-07-22 11:41,03-07-22 12:05,2484,1468,26,McClurg Ct & Illinois St,268,Lake Shore Dr & North Blvd,Customer,,,1
10.42.0.42-31.13.67.11-33770-443-6,8871908,03-07-22 11:37,03-07-22 11:42,994,277,44,State St & Randolph St,91,Clinton St & Washington Blvd,Subscriber,Male,1991,0
172.217.6.238-10.42.0.42-80-43816-6,8871888,03-07-22 11:34,03-07-22 11:51,4576,1015,76,Lake Shore Dr & Monroe St,3,Shedd Aquarium,Customer,,,0
10.42.0.211-10.42.0.1-58618-53-17,8871843,03-07-22 11:26,03-07-22 11:33,4576,473,197,Michigan Ave & Madison St,76,Lake Shore Dr & Monroe St,Customer,,,1
172.217.10.10-10.42.0.151-443-57281-6,8871751,03-07-22 11:06,03-07-22 11:19,1926,811,49,Dearborn St & Monroe St,31,Franklin St & Chicago Ave,Subscriber,Male,1985,0
10.42.0.211-23.15.4.11-38864-80-6,8871601,03-07-22 10:36,03-07-22 10:43,2161,409,166,Ashland Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1976,1
174.35.73.108-10.42.0.42-80-50255-6,8871554,03-07-22 10:27,03-07-22 10:55,1721,1677,35,Streeter Dr & Grand Ave,94,Clark St & Armitage Ave,Customer,,,1
180.149.134.142-10.42.0.42-80-44644-6,8871534,03-07-22 10:24,03-07-22 10:35,2470,702,91,Clinton St & Washington Blvd,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1991,1
172.217.6.238-10.42.0.151-443-50094-6,8871484,03-07-22 10:15,03-07-22 10:33,21,1085,6,Dusable Harbor,3,Shedd Aquarium,Customer,,,0
10.42.0.42-36.110.210.167-60384-80-6,8871405,03-07-22 9:58,03-07-22 10:02,1958,256,111,Sedgwick St & Huron St,181,LaSalle St & Illinois St,Subscriber,Male,1981,0
217.69.133.148-10.42.0.211-443-34430-6,8871346,03-07-22 9:49,03-07-22 10:08,1189,1122,132,Wentworth Ave & 24th St,132,Wentworth Ave & 24th St,Subscriber,Female,1971,0
